id,total_rooms,housing_median_age,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
9744,19.382510902867327,10.11198559376244,12.00332804766654,17.39864019241659,12.386177243851241,1.6832664577346803,29.075694837310106,0.00015664160401002505
13893,12.527153900088388,22.64339669995541,8.200021600126417,9.981197817473147,6.844311960460079,1.3968149389615034,23.79186916397988,0.00021848372296263927
18277,16.388155732822742,21.57411770516063,9.753115457867697,13.741487546553373,10.079232693258778,2.184739549016731,32.8754282516303,0.00015664160401002505
16176,8.435326511972578,30.378758412412992,4.595549460679105,5.592071049337957,4.980138601979735,2.584431240057334,29.02496369900774,0.0006176652254478073
8843,22.665167258202416,17.74176573481546,17.60923018963377,19.728533946315117,18.380420770032973,0.9884552012458238,29.92111615951019,0.00015664160401002505
7653,19.290897827949536,17.74176573481546,12.5489728381384,19.171330329915236,13.445759767247733,1.571236972224281,28.49978354035326,0.00015664160401002505
14056,22.66226405058538,14.901673033405487,16.965218006762743,20.457143619938982,17.97593252019421,0.781879414708228,26.753766820415343,0.0005361930294906167
18819,14.145477187402392,24.228648459059706,8.680399722427557,11.72919218888241,8.596006128132274,0.8936450777109142,23.58973090973601,0.00021848372296263927
17145,17.934997160344476,11.950637751309591,12.539920172507157,15.969652193576072,13.54198246001343,1.7546827600013921,32.505247039603006,0.0005361930294906167
16187,7.987278710378449,30.378758412412992,7.330062829220946,9.668203164001662,6.567812772348922,-0.23114937105700356,19.831179833931223,0.00021848372296263927
19666,18.01666111698066,11.34417802785241,10.788786346611877,15.298933339369217,11.392274521351236,1.5864306415903102,27.650273507502803,0.00021848372296263927
18394,18.538599602074797,12.55123527171857,10.983954935264592,16.03969445841511,11.646364242157974,1.8655044897223776,30.033567956134018,0.00015664160401002505
6357,15.271592476680448,6.216855553924928,10.12776161080916,14.539948744679164,10.431065875124677,1.4606603974158698,28.005247546741312,0.00021848372296263927
13031,17.664819640565856,16.61733702823717,11.219283907890604,15.51944017488471,12.004396977388204,1.1471451293434054,26.08459943172716,0.00021848372296263927
10842,20.481982966433726,18.852234234328275,12.647445160708553,17.970488208401473,13.387200040187514,1.7944770307010398,29.11592917749343,0.00015664160401002505
4375,18.308049969442347,28.866942534547242,12.997843196128603,17.026625350396884,13.532436069982069,1.189140868768637,28.729230644963938,0.00015664160401002505
404,18.735201138407692,30.378758412412992,11.121726428949374,15.10748541759902,11.861642362526062,2.2682139783172413,31.208619375655456,0.0006176652254478073
11112,19.027722936722107,19.402579720929598,13.006084290558793,18.837057286435254,13.683221253761214,1.3361300923738066,28.195437933737757,0.00015664160401002505
5655,18.207764218404964,25.273895096616233,13.551538935185256,16.03969445841511,13.187295823926961,1.056834882870238,29.610980003072694,0.0005361930294906167
1670,17.03054621486447,30.378758412412992,10.958433121520097,13.561553860122213,11.435559020090198,1.1995318470159362,27.789562348647884,0.0006176652254478073
